title;rank;total_ratings;installs;average rating;growth (30 days);growth (60 days);price;category;5_star_ratings;4 star ratings;3 star ratings;2 star ratings;1 star ratings;paid;US_Sales;EU_sales;JP_sales;Global_sales;User_rating;Critic_Rating;
BitLife - Life Simulator;77;436857;10.0 M;4;1,8;3,6;0;GAME_SIMULATION;284626;70011;30778;15633;35807;FALSE;64100;144631;172577;653308;5,6;25;
Bio Inc - Plague and rebel doctors offline;78;425415;10.0 M;4;0;0;0;GAME_SIMULATION;256882;80382;35672;14906;37571;FALSE;66507;61759;135434;417323;7,1;29;
Idle Miner Tycoon: Mine & Money Clicker Management;79;424389;50.0 M;4;0,2;0,5;0;GAME_SIMULATION;322660;60867;23726;5834;11299;FALSE;25395;99047;140472;395738;5,7;72;
ZooCraft: Animal Family Simulator;80;423346;10.0 M;4;0,3;0,6;0;GAME_SIMULATION;289749;67679;29166;11427;25323;FALSE;85256;24161;99137;461316;1,9;59;
Goat Simulator;81;421173;10.0 M;4;1,7;3,6;0;GAME_SIMULATION;313187;34205;17716;10470;45593;FALSE;189874;187248;140114;681148;9,7;60;
Mystic Messenger;82;419193;5.0 M;4;0,8;1,7;0;GAME_SIMULATION;356875;30456;11327;5569;14964;FALSE;132357;158016;126754;591501;2,9;65;
Extreme Landings;83;416810;10.0 M;3;0,3;709;0;GAME_SIMULATION;247167;51343;29577;18589;70132;FALSE;86938;134478;106470;361935;5,6;75;
Stickman Rope Hero;84;408005;10.0 M;4;0,4;1;0;GAME_SIMULATION;268617;36817;24125;15405;63038;FALSE;175409;11641;121559;547286;8,5;23;
Prison Empire Tycoon - Idle Game;85;404733;10.0 M;4;3,2;6,4;0;GAME_SIMULATION;269192;76249;27786;10798;20707;FALSE;83047;42078;40686;274559;4,2;86;
FarmVille 2: Tropic Escape;86;402206;10.0 M;4;0,2;0,4;0;GAME_SIMULATION;265159;57516;29317;14948;35263;FALSE;130330;146300;97836;637148;4;39;
Terrarium: Garden Idle;87;392903;5.0 M;4;0,8;2,1;0;GAME_SIMULATION;321942;39408;14389;6023;11138;FALSE;99942;134940;1803;289612;3,9;75;
Dragons World;88;392700;10.0 M;4;0;0,1;0;GAME_SIMULATION;272947;43110;26799;11177;38665;FALSE;130714;22794;71066;399271;5,3;63;
Mobile Bus Simulator;89;390139;50.0 M;4;2,2;4,8;0;GAME_SIMULATION;273404;29817;20720;14467;51727;FALSE;176813;42424;119929;533877;8,7;52;
Tap Tap Fish AbyssRium - Healing Aquarium (+VR);90;385639;10.0 M;4;0;0;0;GAME_SIMULATION;252021;52499;29098;14284;37735;FALSE;109393;172800;85256;596335;7,7;10;
레알팜 : 진짜 농산물 주는 게임;91;382940;5.0 M;4;0,1;0;0;GAME_SIMULATION;242138;74428;36624;8536;21211;FALSE;168030;183290;190027;674476;4,1;83;
WorldBox - Sandbox God Simulator;92;382650;10.0 M;4;3,8;8;0;GAME_SIMULATION;293144;50979;17901;5934;14691;FALSE;168612;26442;192784;660722;6,9;67;
Hotel Empire Tycoon - Idle Game Manager Simulator;93;379532;10.0 M;4;1,2;2,4;0;GAME_SIMULATION;247748;63796;29275;12104;26607;FALSE;23438;118997;143676;374974;5,6;80;
Townsmen;94;377596;10.0 M;4;0,1;0,2;0;GAME_SIMULATION;252277;51899;23109;11199;39109;FALSE;163126;125303;124137;531639;9,2;16;
DragonVale;95;376552;10.0 M;4;0,1;0,2;0;GAME_SIMULATION;271141;45288;20340;10435;29346;FALSE;45347;4414;155173;263976;6,2;59;
Happy Pet Story: Virtual Pet Game;96;371385;10.0 M;4;0,8;1,6;0;GAME_SIMULATION;293088;33781;16211;7196;21108;FALSE;105306;144726;180910;679322;6,7;37;
Teen Love Story Games For Girls;97;370084;10.0 M;4;0;0,1;0;GAME_SIMULATION;235199;38028;24286;16630;55938;FALSE;78689;129360;53435;350391;7,7;72;
Bee Factory;98;369586;10.0 M;4;1;2;0;GAME_SIMULATION;267726;42019;23238;11274;25327;FALSE;171077;54560;28274;395251;4,6;23;
Bridge Constructor FREE;99;367616;10.0 M;4;0;0;0;GAME_SIMULATION;230926;47877;27285;10760;50765;FALSE;22735;185693;97274;421274;3,9;30;
Kill Shot;100;365531;10.0 M;4;0;0,1;0;GAME_SIMULATION;260286;71588;20104;3725;9827;FALSE;198299;167879;101689;743234;9;38;
8 Ball Pool;1;21632735;500.0 M;4;1,2;630,8;0;GAME_SPORTS;16281475;2268294;1017204;425693;1640067;FALSE;147974;145441;134873;549550;3,5;97;
Dream League Soccer;2;13385786;100.0 M;4;0;0,1;0;GAME_SPORTS;10086735;1454500;646066;266864;931618;FALSE;160869;195610;101406;474334;2,4;47;
Score! Hero;3;6856324;100.0 M;4;0,5;1,1;0;GAME_SPORTS;4551071;837222;464347;222878;780804;FALSE;152551;126241;68668;385427;2;65;
eFootball PES 2021;4;6633030;50.0 M;4;3,3;7,4;0;GAME_SPORTS;4847463;639852;315999;158995;670718;FALSE;27590;31186;55009;191223;2,9;39;
Top Eleven 2021: Be a Soccer Manager;5;4721659;100.0 M;4;1,5;3,2;0;GAME_SPORTS;3588283;753250;202057;60167;117899;FALSE;89931;48798;130740;370580;8,5;67;
Carrom Pool: Disc Game;6;3181731;100.0 M;4;7,4;11,5;0;GAME_SPORTS;2157840;364339;220366;106843;332341;FALSE;4229;189470;102519;446985;9,2;92;
Dream League Soccer 2021;7;3161007;50.0 M;4;8,3;19,5;0;GAME_SPORTS;2235530;376586;198148;88356;262385;FALSE;116013;2891;130657;381785;4,6;70;
EA SPORTS UFC®;8;2999325;50.0 M;4;0,2;0,5;0;GAME_SPORTS;2136445;388689;166512;69482;238194;FALSE;48215;35432;173822;338338;5,1;75;
World Cricket Championship 2 - WCC2;9;2968290;50.0 M;4;0,8;1,7;0;GAME_SPORTS;2084392;342113;160793;76200;304791;FALSE;127935;76017;12092;467444;8,7;90;
Bowling King;10;2935299;10.0 M;4;0,1;0,3;0;GAME_SPORTS;2170300;459849;176480;39384;89283;FALSE;157498;65131;148938;373976;9,4;90;
Pooking - Billiards City;11;2651825;100.0 M;4;1,9;4;0;GAME_SPORTS;1882062;372889;168158;63964;164749;FALSE;106212;121853;76936;327673;1,7;44;
New Star Soccer;12;2284366;10.0 M;4;0,3;0,7;0;GAME_SPORTS;1748328;338980;111056;26543;59457;FALSE;62123;129322;73866;501451;4,1;70;
Soccer Stars;13;2243246;50.0 M;4;0,4;1;0;GAME_SPORTS;1598826;206648;115761;61612;260397;FALSE;82321;154489;190858;539025;7,6;55;
Online Soccer Manager (OSM) - 20/21;14;2010215;10.0 M;4;0,8;1,8;0;GAME_SPORTS;1481891;233514;97167;41065;156575;FALSE;32646;136687;159910;553880;7,6;17;
World Soccer League;15;1993891;100.0 M;4;1,9;4,2;0;GAME_SPORTS;1422477;174753;112505;61988;222165;FALSE;111774;87553;187723;409310;5,1;80;
Golf Clash;16;1990469;10.0 M;4;0,4;0,8;0;GAME_SPORTS;1210213;428240;150477;55096;146441;FALSE;114165;64842;145754;396164;3,3;38;
Football Strike - Multiplayer Soccer;17;1853563;100.0 M;4;3;6,4;0;GAME_SPORTS;1366393;212579;111087;40535;122966;FALSE;25653;165934;2373;341943;6,2;40;
Head Ball 2 - Online Soccer Game;18;1753364;50.0 M;4;1,4;3,1;0;GAME_SPORTS;1167484;151506;87424;53241;293706;FALSE;72403;191718;36823;538683;8,9;61;
Fishing Hook;19;1687621;50.0 M;4;0,5;1;0;GAME_SPORTS;1189980;220383;122089;42638;112529;FALSE;49740;88811;84577;388779;7,4;45;
Head Soccer;20;1631259;50.0 M;4;0;0,1;0;GAME_SPORTS;1139374;167320;93301;35705;195558;FALSE;76726;1158;114009;432422;4,6;17;
Pool Billiards Pro;21;1477201;100.0 M;4;0,1;0,2;0;GAME_SPORTS;1020041;186164;121604;38112;111278;FALSE;136595;41856;10859;202295;8,3;92;
Ace Fishing: Wild Catch;22;1375149;10.0 M;4;0;0;0;GAME_SPORTS;956797;208855;96014;28267;85213;FALSE;77353;108052;6700;344119;4;12;
Wrestling Revolution 3D;23;1269327;50.0 M;4;0,5;1,1;0;GAME_SPORTS;847859;130863;81191;43650;165762;FALSE;100122;112060;68268;546070;6,5;95;
zzSUNSET Last Season MM;24;1245413;10.0 M;4;0;0;0;GAME_SPORTS;851499;131004;60713;38549;163645;FALSE;32967;144179;58742;348933;6,3;69;
Basketball Stars;25;1240874;50.0 M;4;1;2,6;0;GAME_SPORTS;884186;178064;72646;24750;81225;FALSE;175231;35594;2029;213626;6,1;72;
Run Race 3D;26;1223330;100.0 M;4;0,7;1,5;0;GAME_SPORTS;779223;139861;91243;54031;158969;FALSE;55065;55236;178852;484104;2,9;90;
Real Cricket™ 20;27;1173980;10.0 M;4;3;5,3;0;GAME_SPORTS;785369;145269;73509;34370;135461;FALSE;179083;90516;94029;386465;3,7;25;
3D Bowling;28;1171064;100.0 M;4;0,1;0,3;0;GAME_SPORTS;850318;152322;74213;25060;69149;FALSE;66996;129779;131974;613143;1,1;63;
Tennis Clash: 1v1 Free Online Sports Game;29;1090511;10.0 M;4;3,1;5,6;0;GAME_SPORTS;735323;149631;71632;31036;102887;FALSE;136014;69957;148077;551699;3,6;40;
PES CLUB MANAGER;30;1028795;10.0 M;4;0,3;0,8;0;GAME_SPORTS;663622;128424;66081;35654;135011;FALSE;142476;115218;161500;715722;6,2;25;
Shooting World - Gun Fire;31;1013587;50.0 M;4;0,5;0,9;0;GAME_SPORTS;807463;105621;40973;16139;43389;FALSE;87410;113540;8319;344100;5,7;71;
Archery Master 3D;32;955057;100.0 M;4;0,1;0,3;0;GAME_SPORTS;627644;108404;73468;34815;110723;FALSE;29605;127842;145006;314877;1,3;35;
Soccer Star 2021 Top Leagues: Play the SOCCER game;33;911473;10.0 M;4;5546,9;1,9;0;GAME_SPORTS;632151;98242;55088;28447;97544;FALSE;51930;12484;115214;276837;2,5;98;
Real Football;34;907290;50.0 M;3;0,5;1,1;0;GAME_SPORTS;510826;90630;72909;43412;189511;FALSE;197033;19457;111403;521492;7,2;41;
Head Football LaLiga 2021 - Skills Soccer Games;35;898768;10.0 M;4;0,1;0,2;0;GAME_SPORTS;620533;93797;48107;21740;114589;FALSE;2478;47717;40141;223354;3,6;70;
Flip Diving;36;882096;50.0 M;4;0,3;0,8;0;GAME_SPORTS;665550;89779;45159;21600;60005;FALSE;51177;71449;96277;357221;4,5;26;
World Cricket Championship Lt;37;830720;50.0 M;4;1,1;2;0;GAME_SPORTS;553923;84564;54753;30030;107447;FALSE;92226;28254;43195;405908;1,7;30;
Score! Match - PvP Soccer;38;800381;50.0 M;4;1,8;3,7;0;GAME_SPORTS;533959;91057;51104;23326;100933;FALSE;184636;55880;142343;666927;7,8;100;
Kite Flying - Layang Layang;39;791739;50.0 M;4;0,3;0,6;0;GAME_SPORTS;563091;61090;40304;25448;101803;FALSE;63380;116403;62048;361968;3;35;
Final kick 2020 Best Online football penalty game;40;764961;10.0 M;4;0,1;0,1;0;GAME_SPORTS;529693;100865;47391;16992;70017;FALSE;105600;37373;38205;221474;3,8;97;
Mini Golf King - Multiplayer Game;41;763809;10.0 M;4;0,2;0,5;0;GAME_SPORTS;469929;152955;62157;21875;56891;FALSE;77670;72874;110819;288859;5,4;90;
Boxing Star;42;741513;10.0 M;4;0,6;1,5;0;GAME_SPORTS;535641;102194;40413;14977;48285;FALSE;66380;160230;186726;620912;5,3;57;
Ultimate Soccer - Football;43;735171;50.0 M;3;0,3;0,6;0;GAME_SPORTS;437502;68332;53638;34036;141662;FALSE;146236;158968;113817;656731;4,3;78;
Real Cricket™ 17;44;731621;10.0 M;4;0,3;0,5;0;GAME_SPORTS;482387;85634;50657;24070;88870;FALSE;45895;36621;51786;417197;6,6;100;
Stickman Soccer 2014;45;709937;10.0 M;4;0,1;0,2;0;GAME_SPORTS;528783;71826;42348;13419;53559;FALSE;104799;66820;178253;505981;5,6;84;
Mobile Soccer;46;706812;10.0 M;4;0;0;0;GAME_SPORTS;535210;69973;33539;12723;55364;FALSE;82595;14389;167001;277427;9,9;14;
Touchgrind BMX;47;701459;10.0 M;3;0,4;0,9;0;GAME_SPORTS;413726;88509;60945;31050;107227;FALSE;142596;143789;153199;678727;8;25;
Golf Battle;48;643614;50.0 M;4;3;7;0;GAME_SPORTS;406123;98989;47508;21946;69046;FALSE;126172;177047;32906;616964;5,4;20;
Soccer Star 2020 World Football: World Star Cup;49;609649;10.0 M;4;0,1;0,1;0;GAME_SPORTS;400158;69557;39896;19853;80183;FALSE;65649;152872;119968;497266;5,6;56;
Shooting Archery;50;609296;50.0 M;4;3,3;8,1;0;GAME_SPORTS;432282;94840;40134;12280;29758;FALSE;13058;65072;58121;201963;9,3;93;
WWE SuperCard - Battle Cards;51;606187;10.0 M;4;0,2;0,6;0;GAME_SPORTS;430874;67636;29880;16510;61285;FALSE;172066;27484;145656;349690;8,9;23;
Winner Soccer Evo Elite;52;574059;10.0 M;4;1;2,2;0;GAME_SPORTS;411806;56784;33689;16799;54978;FALSE;17692;198613;176942;559370;7,4;35;
Basketball Shoot;53;560180;10.0 M;4;0;0;0;GAME_SPORTS;367273;81332;43836;18658;49078;FALSE;157534;145883;89409;638115;4,3;15;
NBA LIVE Mobile Basketball;54;535002;50.0 M;4;0,1;0,2;0;GAME_SPORTS;386021;57440;25220;13740;52580;FALSE;3971;106536;147779;299613;5,5;26;
Badminton League;55;525279;50.0 M;4;0,6;1,6;0;GAME_SPORTS;330363;53611;38069;23007;80227;FALSE;11034;27788;102096;171686;7,1;61;
EA SPORTS™ FIFA 21 Companion;56;523056;10.0 M;3;0,6;1,5;0;GAME_SPORTS;299326;64282;33360;20314;105772;FALSE;117203;163670;190626;770990;8,3;16;
Soccer Cup 2021: Free Football Games;57;498485;50.0 M;4;2,3;4,6;0;GAME_SPORTS;332313;51049;33983;17175;63963;FALSE;87318;90472;54553;477535;5,6;55;
Stickman Soccer - Classic;58;498367;10.0 M;4;0;0,1;0;GAME_SPORTS;360612;57971;33439;10326;36018;FALSE;129348;164505;64077;552578;6,5;17;
Soccer Super Star;59;496476;50.0 M;4;10,8;27,3;0;GAME_SPORTS;350549;65548;33569;11808;35000;FALSE;52427;13552;8443;188948;2,3;92;
Golf Star™;60;457537;10.0 M;4;0,1;0;0;GAME_SPORTS;271186;85186;31744;14167;55251;FALSE;167036;168991;159878;522251;5,1;16;
Fanatical Football;61;456387;10.0 M;4;121,6;0,1;0;GAME_SPORTS;298062;52142;31748;14031;60401;FALSE;122826;166119;156915;455630;8,4;20;
⚽Puppet Soccer 2014 - Big Head Football 🏆;62;455149;10.0 M;4;0,4;0,8;0;GAME_SPORTS;300993;36779;23933;16155;77287;FALSE;155630;28639;199415;493086;8,1;15;
Shooting Ball;63;452591;10.0 M;4;4;9,2;0;GAME_SPORTS;305232;80398;36170;10098;20691;FALSE;4996;122899;89349;336908;4,6;26;
Basketball Mania;64;448601;10.0 M;4;0;0;0;GAME_SPORTS;302450;61581;37015;13418;34135;FALSE;139693;181975;1615;354364;5,9;54;
Volleyball Champions 3D - Online Sports Game;65;446911;10.0 M;4;0,1;0,3;0;GAME_SPORTS;272730;64568;43604;17995;48011;FALSE;24088;74808;21373;146825;3,2;33;
Basketball Battle;66;444198;10.0 M;4;0,2;0,5;0;GAME_SPORTS;320223;52837;27370;12160;31606;FALSE;44053;15921;132482;242500;5,6;63;
Golf King - World Tour;67;428647;5.0 M;4;3,9;8,6;0;GAME_SPORTS;296744;90844;23382;5097;12578;FALSE;59281;134568;175252;384961;1,4;28;
Shooting King;68;419893;10.0 M;4;0,2;0,4;0;GAME_SPORTS;260223;87017;43054;10604;18993;FALSE;141030;75818;121791;421453;5,1;23;
Homerun Battle 2;69;413619;5.0 M;4;0;0;0;GAME_SPORTS;343505;38787;12196;3675;15453;FALSE;69037;2103;36201;263448;8,9;49;
Hit & Knock down;70;402390;10.0 M;4;0,5;1,5;0;GAME_SPORTS;270001;58862;32812;11496;29216;FALSE;6245;66760;87303;243343;6,3;97;
Table Tennis 3D;71;393293;10.0 M;4;0,1;0,2;0;GAME_SPORTS;253594;58402;33719;10816;36759;FALSE;94929;166081;1489;479210;9,3;15;
Fishing Paradise 3D Free+;72;384096;10.0 M;4;0,1;0,3;0;GAME_SPORTS;243744;57619;35647;12745;34338;FALSE;143377;36436;172065;634977;7,5;12;
Sachin Saga Cricket Champions;73;379119;10.0 M;3;1,8;3,4;0;GAME_SPORTS;229185;46052;27425;14472;61982;FALSE;24538;74657;86196;205027;8,2;79;
Top Football Manager 2021;74;375089;10.0 M;4;0,9;1,8;0;GAME_SPORTS;246164;59003;27066;9842;33013;FALSE;163945;44259;188548;433224;1,2;66;
Wrestling Revolution;75;368562;10.0 M;4;0,4;0,9;0;GAME_SPORTS;243719;38393;23013;13210;50224;FALSE;151461;147573;192783;651452;9,1;11;
3D Pool Ball;76;362339;10.0 M;4;0,5;1,1;0;GAME_SPORTS;259234;34428;21411;10471;36793;FALSE;25711;110936;137812;285185;4,1;12;
Stickman Basketball;77;356039;10.0 M;4;0;0;0;GAME_SPORTS;258057;39470;21786;8007;28716;FALSE;179881;120283;83148;583930;6,5;16;
Golf Rival;78;346518;10.0 M;4;2,7;5,6;0;GAME_SPORTS;230058;62135;19781;8999;25543;FALSE;6551;34756;134827;185606;5,1;40;
Mike V: Skateboard Party;79;338202;10.0 M;4;0,1;0,2;0;GAME_SPORTS;244122;35967;19367;8170;30574;FALSE;30268;41943;7107;156972;9,4;64;
Stick Cricket Premier League;80;335702;5.0 M;4;0,2;0,4;0;GAME_SPORTS;217218;48828;21665;9633;38355;FALSE;23291;141529;137820;598469;9,5;75;
Mobile Soccer League;81;327608;10.0 M;4;9750,2;1,3;0;GAME_SPORTS;210984;46272;24348;11236;34766;FALSE;161198;167417;158110;583197;5,9;74;
Virtual Table Tennis 3D;82;327381;10.0 M;4;0;0,1;0;GAME_SPORTS;209651;37816;25667;8499;45745;FALSE;143910;16450;20685;426571;7,2;14;
Badminton Legend;83;312534;10.0 M;4;0,2;0,6;0;GAME_SPORTS;247349;22693;14726;7338;20426;FALSE;143389;55810;111047;354486;4,4;80;
Retro Bowl;84;305429;1.0 M;4;2,9;6;0;GAME_SPORTS;241707;50043;9331;1728;2617;FALSE;172719;188490;71120;578929;4,2;21;
Mini Football - Mobile Soccer;85;301571;10.0 M;4;5,3;11,1;0;GAME_SPORTS;197259;39792;18432;9051;37034;FALSE;154831;146997;153632;460189;1,2;12;
Soccer Kicks (Football);86;288957;10.0 M;4;0;0;0;GAME_SPORTS;175653;33972;27958;14074;37298;FALSE;125413;115195;42024;519272;9,1;33;
Fanatical Basketball;87;276833;10.0 M;4;0,5;1,1;0;GAME_SPORTS;188798;28592;20486;9394;29561;FALSE;194303;187077;74783;697228;4,3;34;
PBA® Bowling Challenge;88;276082;10.0 M;4;0,3;0,6;0;GAME_SPORTS;195262;46016;14447;5826;14527;FALSE;60760;10343;75728;160675;3,5;91;
Touchgrind Skate 2;89;272380;10.0 M;3;0,7;1,5;0;GAME_SPORTS;154533;37974;24205;12601;43063;FALSE;35046;44626;99477;208696;3,8;56;
Baseball Superstars® 2013;90;269937;5.0 M;4;0,1;0;0;GAME_SPORTS;190570;40822;19536;5036;13970;FALSE;39749;27822;122038;379620;5,8;90;
Flip Master;91;266048;10.0 M;4;0,5;1,1;0;GAME_SPORTS;182023;29897;18752;9196;26178;FALSE;122852;113377;173511;558275;2,1;12;
Archery Tournament;92;265926;10.0 M;4;0;0;0;GAME_SPORTS;149106;49116;30239;11901;25562;FALSE;35175;126436;139768;478719;5,7;31;
Winner Soccer Evolution;93;264519;10.0 M;4;1,5;3,2;0;GAME_SPORTS;184046;26125;16655;9001;28690;FALSE;175825;139721;141748;687202;2,8;56;
Shoot Goal - Football Stars Soccer Games 2021;94;261197;10.0 M;4;0,2;0,4;0;GAME_SPORTS;173684;24880;16850;9080;36700;FALSE;122219;18355;18158;342975;2,5;78;
Badminton 3D;95;258454;10.0 M;4;0,1;0,1;0;GAME_SPORTS;165941;39223;24908;6873;21507;FALSE;53184;53720;147262;417352;9,3;36;
Photo Finish Horse Racing;96;254590;5.0 M;4;435,4;0,4;0;GAME_SPORTS;216840;19662;6088;2999;8998;FALSE;8537;196566;98817;581078;5,9;30;
Basketball Kings: Multiplayer;97;252130;5.0 M;4;0;0;0;GAME_SPORTS;198907;28125;12033;3178;9884;FALSE;91337;195685;110937;661040;7,7;28;
Stickman Soccer 2016;98;251087;10.0 M;4;0,1;0,2;0;GAME_SPORTS;173365;29455;16365;7119;24782;FALSE;124236;93732;2840;412247;9,4;40;
Ultimate Tennis: 3D online sports game;99;245430;10.0 M;4;0,2;0,5;0;GAME_SPORTS;157055;35355;16787;8030;28200;FALSE;49507;14461;62666;260488;1;53;
Futsal Football 2;100;243214;10.0 M;2;0;0;0;GAME_SPORTS;84461;12107;13275;8344;125025;FALSE;105873;91119;140813;491258;7,6;20;
Clash of Clans;1;55766763;500.0 M;4;0,3;1;0;GAME_STRATEGY;43346128;5404966;2276203;971321;3768141;FALSE;77664;37788;197265;601285;1,2;48;
Clash Royale;2;30852360;100.0 M;4;0,4;0,8;0;GAME_STRATEGY;21009004;3645468;1655906;777067;3764913;FALSE;16979;30753;28025;242633;2,2;94;
Lords Mobile: Tower Defense;3;6548519;100.0 M;4;2;4,2;0;GAME_STRATEGY;4667558;783541;364754;141812;590852;FALSE;152233;4309;25319;323491;9;34;
Boom Beach;4;6055738;50.0 M;4;0,1;0,2;0;GAME_STRATEGY;4401189;803632;324777;122057;404080;FALSE;36206;183642;9827;310970;3,7;94;
Plants vs. Zombies FREE;5;5164307;100.0 M;4;0,6;1,2;0;GAME_STRATEGY;3744157;524307;276843;139857;479140;FALSE;29766;182107;149285;658877;1,9;68;
Castle Clash: Guild Royale;6;5013543;100.0 M;4;0,4;0,7;0;GAME_STRATEGY;3490753;444434;253620;123462;701271;FALSE;146040;154972;164751;661576;1,1;82;
Grow Empire: Rome;7;3687571;10.0 M;4;0,6;1,2;0;GAME_STRATEGY;2764963;535971;217151;53862;115622;FALSE;182455;96967;71750;371209;2,2;41;
World of Tanks Blitz PVP MMO 3D tank game for free;8;3671736;100.0 M;4;1;2,3;0;GAME_STRATEGY;2525303;392631;182624;110955;460219;FALSE;140974;121173;23752;567809;8,4;62;
Monster Legends: Breed and Collect;9;3342006;50.0 M;4;0,4;1;0;GAME_STRATEGY;2555996;356028;147355;62745;219879;FALSE;136993;4366;83679;315516;1,8;29;
Bid Wars - Storage Auctions and Pawn Shop Tycoon;10;3120219;10.0 M;4;0,1;0,3;0;GAME_STRATEGY;2040765;579613;287144;79355;133340;FALSE;81438;146772;125120;573534;6,9;70;
Clash of Kings : Newly Presented Knight System;11;2317500;50.0 M;4;0;0,1;0;GAME_STRATEGY;1492317;268330;147956;76316;332578;FALSE;29572;102531;161903;528919;2,2;89;
Vlogger Go Viral: Streamer Tuber Idle Life Games;12;2120051;10.0 M;4;0,3;0,9;0;GAME_STRATEGY;1672347;210475;88357;39902;108966;FALSE;164130;108146;176558;583711;5,8;41;
Stick War: Legacy;13;1997631;100.0 M;4;2,3;4,6;0;GAME_STRATEGY;1594877;141385;68934;38963;153468;FALSE;36762;39968;95997;325718;7,3;29;
State of Survival: The Walking Dead Collaboration;14;1823903;50.0 M;4;2,7;6,4;0;GAME_STRATEGY;1293252;279123;89442;34210;127873;FALSE;194518;64615;182877;533492;6,6;77;
Castle Clash: Схватка Гильдий;15;1727242;10.0 M;4;0,2;41869,7;0;GAME_STRATEGY;1317062;146795;69614;36254;157515;FALSE;138024;61446;37094;296718;2,4;24;
Clash of Lords 2: Guild Castle;16;1709263;10.0 M;4;0;0;0;GAME_STRATEGY;1217904;157175;101282;35373;197526;FALSE;79137;188062;195232;761724;4;19;
Rise of Kingdoms: Lost Crusade;17;1651636;10.0 M;4;1,5;3,3;0;GAME_STRATEGY;1165118;185134;73380;37330;190672;FALSE;13572;136988;197052;424067;3,1;92;
Last Shelter: Survival;18;1526081;10.0 M;4;691,5;0,8;0;GAME_STRATEGY;985247;263163;104963;40419;132287;FALSE;163438;9274;46725;223881;9,5;29;
Game of War - Fire Age;19;1492534;50.0 M;3;0;0;0;GAME_STRATEGY;787791;132570;128828;58422;384920;FALSE;135528;185701;137053;529855;3,7;82;
Megapolis: city building simulator. Urban strategy;20;1451408;50.0 M;4;0,2;0,3;0;GAME_STRATEGY;1018102;214995;74627;35751;107932;FALSE;137303;49737;124215;530002;7,1;14;
Empire: Four Kingdoms | Medieval Strategy MMO;21;1319150;50.0 M;4;0,1;0,1;0;GAME_STRATEGY;814958;193275;100281;44780;165854;FALSE;177393;18869;84093;372031;2;26;
Castle Crush: Epic Battle - Free Strategy Games;22;1311005;50.0 M;4;0,9;2,3;0;GAME_STRATEGY;963379;139126;67624;29664;111211;FALSE;87100;179664;124429;422559;5,3;45;
League of Legends: Wild Rift;23;1296343;10.0 M;4;8,4;24,2;0;GAME_STRATEGY;897519;136143;68889;36300;157490;FALSE;122696;145764;136063;438846;6,4;17;
King of Thieves;24;1272102;10.0 M;4;0,2;0,3;0;GAME_STRATEGY;912259;165799;66623;29432;97986;FALSE;132481;133405;111167;523129;10;17;
Throne Rush;25;1225321;10.0 M;4;0;0,1;0;GAME_STRATEGY;914224;141171;64228;22751;82945;FALSE;10034;182441;25531;224930;7,6;70;
Bid Wars 2: Pawn Shop - Storage Auction Simulator;26;1006180;10.0 M;4;2,1;4,7;0;GAME_STRATEGY;598228;221366;107170;25486;53928;FALSE;141893;95954;56368;589906;9,7;42;
Rise of Empires: Ice and Fire;27;993926;10.0 M;4;5,3;15,4;0;GAME_STRATEGY;832782;86268;34499;9882;30492;FALSE;171306;14536;97156;548966;8,1;36;
Mafia City;28;990104;50.0 M;4;2,2;4,3;0;GAME_STRATEGY;678367;108437;40951;23586;138761;FALSE;170839;168938;142553;754338;5;60;
Forge of Empires: Build your City;29;981368;10.0 M;4;0,7;1,4;0;GAME_STRATEGY;661812;170284;55103;24310;69855;FALSE;195440;48198;29973;415854;5,8;73;
King of Avalon: Dominion;30;929429;50.0 M;4;2,5;6;0;GAME_STRATEGY;613067;155707;66444;21163;73046;FALSE;165132;49450;111850;621569;9,2;82;
aa;31;905021;50.0 M;4;0;0;0;GAME_STRATEGY;608721;105113;66943;23677;100565;FALSE;13148;4242;159077;408381;6,3;78;
Mobile Strike;32;897313;50.0 M;3;0,2;0,4;0;GAME_STRATEGY;491163;71390;71929;34966;227863;FALSE;2138;105982;110852;368544;4,9;57;
Bloons TD Battles;33;896950;10.0 M;4;0,4;0,7;0;GAME_STRATEGY;614582;116548;53505;23239;89073;FALSE;79378;103722;90074;524974;2,1;11;
Last Empire - War Z: Strategy;34;874080;50.0 M;4;0;0;0;GAME_STRATEGY;555162;84313;59108;29384;146111;FALSE;93713;168605;39685;525302;3;84;
Alien Creeps TD - Epic tower defense;35;853029;10.0 M;4;0,2;0,4;0;GAME_STRATEGY;587382;144144;56887;19392;45222;FALSE;116322;73548;131787;593668;1,8;32;
Vainglory;36;830008;10.0 M;3;0;0;0;GAME_STRATEGY;464657;63877;52953;38624;209896;FALSE;150972;38627;19256;486141;9,3;93;
Jungle Heat: War of Clans;37;828238;10.0 M;4;0;0;0;GAME_STRATEGY;577865;84762;49003;21305;95300;FALSE;179779;178523;172372;786834;5;81;
The Walking Dead No Man's Land;38;796172;10.0 M;4;0,3;0,8;0;GAME_STRATEGY;583685;128382;39518;12969;31616;FALSE;96696;185182;76981;376699;9,3;82;
Art of War: Legions;39;780016;10.0 M;4;1,4;3,1;0;GAME_STRATEGY;603243;59946;33610;18683;64532;FALSE;146466;87946;195750;642050;1,1;52;
